110000=中国,,北京市
360926=中国,江西省,宜春市,铜鼓县
360981=中国,江西省,宜春市,丰城市
360982=中国,江西省,宜春市,樟树市
360983=中国,江西省,宜春市,高安市
361000=中国,江西省,抚州市
361002=中国,江西省,抚州市,临川区
361003=中国,江西省,抚州市,东乡区
361021=中国,江西省,抚州市,南城县
361022=中国,江西省,抚州市,黎川县
361023=中国,江西省,抚州市,南丰县
361024=中国,江西省,抚州市,崇仁县
361025=中国,江西省,抚州市,乐安县
361026=中国,江西省,抚州市,宜黄县
361027=中国,江西省,抚州市,金溪县
361028=中国,江西省,抚州市,资溪县
361030=中国,江西省,抚州市,广昌县
361100=中国,江西省,上饶市
361102=中国,江西省,上饶市,信州区
361103=中国,江西省,上饶市,广丰区
361121=中国,江西省,上饶市,上饶县
361123=中国,江西省,上饶市,玉山县
361124=中国,江西省,上饶市,铅山县
361125=中国,江西省,上饶市,横峰县
361126=中国,江西省,上饶市,弋阳县
361127=中国,江西省,上饶市,余干县
361128=中国,江西省,上饶市,鄱阳县
361129=中国,江西省,上饶市,万年县
361130=中国,江西省,上饶市,婺源县
361181=中国,江西省,上饶市,德兴市
370000=中国,山东省
370100=中国,山东省,济南市
370102=中国,山东省,济南市,历下区
370103=中国,山东省,济南市,市中区
370104=中国,山东省,济南市,槐荫区
370105=中国,山东省,济南市,天桥区
370112=中国,山东省,济南市,历城区
370113=中国,山东省,济南市,长清区
370114=中国,山东省,济南市,章丘区
370124=中国,山东省,济南市,平阴县
370125=中国,山东省,济南市,济阳县
370126=中国,山东省,济南市,商河县
370200=中国,山东省,青岛市
370202=中国,山东省,青岛市,市南区
370203=中国,山东省,青岛市,市北区
370211=中国,山东省,青岛市,黄岛区
370212=中国,山东省,青岛市,崂山区
370213=中国,山东省,青岛市,李沧区
370214=中国,山东省,青岛市,城阳区
370281=中国,山东省,青岛市,胶州市
370282=中国,山东省,青岛市,即墨市
370283=中国,山东省,青岛市,平度市
370285=中国,山东省,青岛市,莱西市
370300=中国,山东省,淄博市
370302=中国,山东省,淄博市,淄川区
370303=中国,山东省,淄博市,张店区
370304=中国,山东省,淄博市,博山区
370305=中国,山东省,淄博市,临淄区
370306=中国,山东省,淄博市,周村区
370321=中国,山东省,淄博市,桓台县
370322=中国,山东省,淄博市,高青县
370323=中国,山东省,淄博市,沂源县
370400=中国,山东省,枣庄市
370402=中国,山东省,枣庄市,市中区
370403=中国,山东省,枣庄市,薛城区
370404=中国,山东省,枣庄市,峄城区
370405=中国,山东省,枣庄市,台儿庄区
370406=中国,山东省,枣庄市,山亭区
370481=中国,山东省,枣庄市,滕州市
370500=中国,山东省,东营市
370502=中国,山东省,东营市,东营区
370503=中国,山东省,东营市,河口区
370505=中国,山东省,东营市,垦利区
370522=中国,山东省,东营市,利津县
370523=中国,山东省,东营市,广饶县
370600=中国,山东省,烟台市
370602=中国,山东省,烟台市,芝罘区
370611=中国,山东省,烟台市,福山区
370612=中国,山东省,烟台市,牟平区
370613=中国,山东省,烟台市,莱山区
370634=中国,山东省,烟台市,长岛县
370681=中国,山东省,烟台市,龙口市
370682=中国,山东省,烟台市,莱阳市
370683=中国,山东省,烟台市,莱州市
370684=中国,山东省,烟台市,蓬莱市
370685=中国,山东省,烟台市,招远市
370686=中国,山东省,烟台市,栖霞市
370687=中国,山东省,烟台市,海阳市
370700=中国,山东省,潍坊市
370702=中国,山东省,潍坊市,潍城区
370703=中国,山东省,潍坊市,寒亭区
370704=中国,山东省,潍坊市,坊子区
370705=中国,山东省,潍坊市,奎文区
370724=中国,山东省,潍坊市,临朐县
370725=中国,山东省,潍坊市,昌乐县
370781=中国,山东省,潍坊市,青州市
370782=中国,山东省,潍坊市,诸城市
370783=中国,山东省,潍坊市,寿光市
370784=中国,山东省,潍坊市,安丘市
370785=中国,山东省,潍坊市,高密市
370786=中国,山东省,潍坊市,昌邑市
370800=中国,山东省,济宁市
370811=中国,山东省,济宁市,任城区
370812=中国,山东省,济宁市,兖州区
370826=中国,山东省,济宁市,微山县
370827=中国,山东省,济宁市,鱼台县
370828=中国,山东省,济宁市,金乡县
370829=中国,山东省,济宁市,嘉祥县
370830=中国,山东省,济宁市,汶上县
370831=中国,山东省,济宁市,泗水县
370832=中国,山东省,济宁市,梁山县
370881=中国,山东省,济宁市,曲阜市
370883=中国,山东省,济宁市,邹城市
370900=中国,山东省,泰安市
370902=中国,山东省,泰安市,泰山区
370911=中国,山东省,泰安市,岱岳区
370921=中国,山东省,泰安市,宁阳县
370923=中国,山东省,泰安市,东平县
370982=中国,山东省,泰安市,新泰市
370983=中国,山东省,泰安市,肥城市
371000=中国,山东省,威海市
371002=中国,山东省,威海市,环翠区
371003=中国,山东省,威海市,文登区
371082=中国,山东省,威海市,荣成市
371083=中国,山东省,威海市,乳山市
371100=中国,山东省,日照市
371102=中国,山东省,日照市,东港区
371103=中国,山东省,日照市,岚山区
371121=中国,山东省,日照市,五莲县
371122=中国,山东省,日照市,莒县
371200=中国,山东省,莱芜市
371202=中国,山东省,莱芜市,莱城区
371203=中国,山东省,莱芜市,钢城区
371300=中国,山东省,临沂市
371302=中国,山东省,临沂市,兰山区
371311=中国,山东省,临沂市,罗庄区
371312=中国,山东省,临沂市,河东区
371321=中国,山东省,临沂市,沂南县
371322=中国,山东省,临沂市,郯城县
371323=中国,山东省,临沂市,沂水县
371324=中国,山东省,临沂市,兰陵县
371325=中国,山东省,临沂市,费县
371326=中国,山东省,临沂市,平邑县
371327=中国,山东省,临沂市,莒南县
371328=中国,山东省,临沂市,蒙阴县
371329=中国,山东省,临沂市,临沭县
371400=中国,山东省,德州市
371402=中国,山东省,德州市,德城区
371403=中国,山东省,德州市,陵城区
371422=中国,山东省,德州市,宁津县
371423=中国,山东省,德州市,庆云县
371424=中国,山东省,德州市,临邑县
371425=中国,山东省,德州市,齐河县
371426=中国,山东省,德州市,平原县
371427=中国,山东省,德州市,夏津县
371428=中国,山东省,德州市,武城县
371481=中国,山东省,德州市,乐陵市
371482=中国,山东省,德州市,禹城市
371500=中国,山东省,聊城市
371502=中国,山东省,聊城市,东昌府区
371521=中国,山东省,聊城市,阳谷县
371522=中国,山东省,聊城市,莘县
371523=中国,山东省,聊城市,茌平县
371524=中国,山东省,聊城市,东阿县
371525=中国,山东省,聊城市,冠县
371526=中国,山东省,聊城市,高唐县
371581=中国,山东省,聊城市,临清市
371600=中国,山东省,滨州市
371602=中国,山东省,滨州市,滨城区
371603=中国,山东省,滨州市,沾化区
371621=中国,山东省,滨州市,惠民县
371622=中国,山东省,滨州市,阳信县
371623=中国,山东省,滨州市,无棣县
371625=中国,山东省,滨州市,博兴县
371626=中国,山东省,滨州市,邹平县
371700=中国,山东省,菏泽市
371702=中国,山东省,菏泽市,牡丹区
371703=中国,山东省,菏泽市,定陶区
371721=中国,山东省,菏泽市,曹县
371722=中国,山东省,菏泽市,单县
371723=中国,山东省,菏泽市,成武县
371724=中国,山东省,菏泽市,巨野县
371725=中国,山东省,菏泽市,郓城县
371726=中国,山东省,菏泽市,鄄城县
371728=中国,山东省,菏泽市,东明县
410000=中国,河南省
410100=中国,河南省,郑州市
410102=中国,河南省,郑州市,中原区
410103=中国,河南省,郑州市,二七区
410104=中国,河南省,郑州市,管城回族区
410105=中国,河南省,郑州市,金水区
410106=中国,河南省,郑州市,上街区
410108=中国,河南省,郑州市,惠济区
410122=中国,河南省,郑州市,中牟县
410181=中国,河南省,郑州市,巩义市
410182=中国,河南省,郑州市,荥阳市
410183=中国,河南省,郑州市,新密市
410184=中国,河南省,郑州市,新郑市
410185=中国,河南省,郑州市,登封市
410200=中国,河南省,开封市
410202=中国,河南省,开封市,龙亭区
410203=中国,河南省,开封市,顺河回族区
410204=中国,河南省,开封市,鼓楼区
410205=中国,河南省,开封市,禹王台区
410212=中国,河南省,开封市,祥符区
410221=中国,河南省,开封市,杞县
410222=中国,河南省,开封市,通许县
410223=中国,河南省,开封市,尉氏县
410225=中国,河南省,开封市,兰考县
410300=中国,河南省,洛阳市
410302=中国,河南省,洛阳市,老城区
410303=中国,河南省,洛阳市,西工区
410304=中国,河南省,洛阳市,瀍河回族区
410305=中国,河南省,洛阳市,涧西区
410306=中国,河南省,洛阳市,吉利区
410311=中国,河南省,洛阳市,洛龙区
410322=中国,河南省,洛阳市,孟津县
410323=中国,河南省,洛阳市,新安县
410324=中国,河南省,洛阳市,栾川县
410325=中国,河南省,洛阳市,嵩县
410326=中国,河南省,洛阳市,汝阳县
410327=中国,河南省,洛阳市,宜阳县
410328=中国,河南省,洛阳市,洛宁县
410329=中国,河南省,洛阳市,伊川县
410381=中国,河南省,洛阳市,偃师市
410400=中国,河南省,平顶山市
410402=中国,河南省,平顶山市,新华区
410403=中国,河南省,平顶山市,卫东区
410404=中国,河南省,平顶山市,石龙区
410411=中国,河南省,平顶山市,湛河区
410421=中国,河南省,平顶山市,宝丰县
410422=中国,河南省,平顶山市,叶县
410423=中国,河南省,平顶山市,鲁山县
410425=中国,河南省,平顶山市,郏县
410481=中国,河南省,平顶山市,舞钢市
410482=中国,河南省,平顶山市,汝州市
410500=中国,河南省,安阳市
410502=中国,河南省,安阳市,文峰区
410503=中国,河南省,安阳市,北关区
410505=中国,河南省,安阳市,殷都区
410506=中国,河南省,安阳市,龙安区
410522=中国,河南省,安阳市,安阳县
410523=中国,河南省,安阳市,汤阴县
410526=中国,河南省,安阳市,滑县
410527=中国,河南省,安阳市,内黄县
410581=中国,河南省,安阳市,林州市
410600=中国,河南省,鹤壁市
410602=中国,河南省,鹤壁市,鹤山区
410603=中国,河南省,鹤壁市,山城区
410611=中国,河南省,鹤壁市,淇滨区
410621=中国,河南省,鹤壁市,浚县
410622=中国,河南省,鹤壁市,淇县
410700=中国,河南省,新乡市
410702=中国,河南省,新乡市,红旗区
410703=中国,河南省,新乡市,卫滨区
410704=中国,河南省,新乡市,凤泉区
410711=中国,河南省,新乡市,牧野区
410721=中国,河南省,新乡市,新乡县
410724=中国,河南省,新乡市,获嘉县
410725=中国,河南省,新乡市,原阳县
410726=中国,河南省,新乡市,延津县
410727=中国,河南省,新乡市,封丘县
410728=中国,河南省,新乡市,长垣县
410781=中国,河南省,新乡市,卫辉市
410782=中国,河南省,新乡市,辉县市
410800=中国,河南省,焦作市
410802=中国,河南省,焦作市,解放区
410803=中国,河南省,焦作市,中站区
410804=中国,河南省,焦作市,马村区
410811=中国,河南省,焦作市,山阳区
410821=中国,河南省,焦作市,修武县
410822=中国,河南省,焦作市,博爱县
410823=中国,河南省,焦作市,武陟县
410825=中国,河南省,焦作市,温县
410882=中国,河南省,焦作市,沁阳市
410883=中国,河南省,焦作市,孟州市
410900=中国,河南省,濮阳市
410902=中国,河南省,濮阳市,华龙区
410922=中国,河南省,濮阳市,清丰县
410923=中国,河南省,濮阳市,南乐县
410926=中国,河南省,濮阳市,范县
410927=中国,河南省,濮阳市,台前县
410928=中国,河南省,濮阳市,濮阳县
411000=中国,河南省,许昌市
411002=中国,河南省,许昌市,魏都区
411003=中国,河南省,许昌市,建安区
411024=中国,河南省,许昌市,鄢陵县
411025=中国,河南省,许昌市,襄城县
411081=中国,河南省,许昌市,禹州市
411082=中国,河南省,许昌市,长葛市
411100=中国,河南省,漯河市
411102=中国,河南省,漯河市,源汇区
411103=中国,河南省,漯河市,郾城区
411104=中国,河南省,漯河市,召陵区
411121=中国,河南省,漯河市,舞阳县
411122=中国,河南省,漯河市,临颍县
411200=中国,河南省,三门峡市
411202=中国,河南省,三门峡市,湖滨区
411203=中国,河南省,三门峡市,陕州区
411221=中国,河南省,三门峡市,渑池县
411224=中国,河南省,三门峡市,卢氏县
411281=中国,河南省,三门峡市,义马市
411282=中国,河南省,三门峡市,灵宝市
411300=中国,河南省,南阳市
411302=中国,河南省,南阳市,宛城区
411303=中国,河南省,南阳市,卧龙区
411321=中国,河南省,南阳市,南召县
411322=中国,河南省,南阳市,方城县
411323=中国,河南省,南阳市,西峡县
411324=中国,河南省,南阳市,镇平县
411325=中国,河南省,南阳市,内乡县
411326=中国,河南省,南阳市,淅川县
411327=中国,河南省,南阳市,社旗县
411328=中国,河南省,南阳市,唐河县
411329=中国,河南省,南阳市,新野县
411330=中国,河南省,南阳市,桐柏县
411381=中国,河南省,南阳市,邓州市
411400=中国,河南省,商丘市
411402=中国,河南省,商丘市,梁园区
411403=中国,河南省,商丘市,睢阳区
411421=中国,河南省,商丘市,民权县
411422=中国,河南省,商丘市,睢县
411423=中国,河南省,商丘市,宁陵县
411424=中国,河南省,商丘市,柘城县
411425=中国,河南省,商丘市,虞城县
411426=中国,河南省,商丘市,夏邑县
411481=中国,河南省,商丘市,永城市
411500=中国,河南省,信阳市
411502=中国,河南省,信阳市,浉河区
411503=中国,河南省,信阳市,平桥区
411521=中国,河南省,信阳市,罗山县
411522=中国,河南省,信阳市,光山县
411523=中国,河南省,信阳市,新县
411524=中国,河南省,信阳市,商城县
411525=中国,河南省,信阳市,固始县
411526=中国,河南省,信阳市,潢川县
411527=中国,河南省,信阳市,淮滨县
411528=中国,河南省,信阳市,息县
411600=中国,河南省,周口市
411602=中国,河南省,周口市,川汇区
411621=中国,河南省,周口市,扶沟县
411622=中国,河南省,周口市,西华县
411623=中国,河南省,周口市,商水县
411624=中国,河南省,周口市,沈丘县
411625=中国,河南省,周口市,郸城县
411626=中国,河南省,周口市,淮阳县
411627=中国,河南省,周口市,太康县
411628=中国,河南省,周口市,鹿邑县
411681=中国,河南省,周口市,项城市
411700=中国,河南省,驻马店市
411702=中国,河南省,驻马店市,驿城区
411721=中国,河南省,驻马店市,西平县
411722=中国,河南省,驻马店市,上蔡县
411723=中国,河南省,驻马店市,平舆县
411724=中国,河南省,驻马店市,正阳县
411725=中国,河南省,驻马店市,确山县
411726=中国,河南省,驻马店市,泌阳县
411727=中国,河南省,驻马店市,汝南县
411728=中国,河南省,驻马店市,遂平县
411729=中国,河南省,驻马店市,新蔡县
419001=中国,河南省,济源市,济源市
420000=中国,湖北省
420100=中国,湖北省,武汉市
420102=中国,湖北省,武汉市,江岸区
420103=中国,湖北省,武汉市,江汉区
420104=中国,湖北省,武汉市,硚口区
420105=中国,湖北省,武汉市,汉阳区
420106=中国,湖北省,武汉市,武昌区
420107=中国,湖北省,武汉市,青山区
420111=中国,湖北省,武汉市,洪山区
420112=中国,湖北省,武汉市,东西湖区
420113=中国,湖北省,武汉市,汉南区
420114=中国,湖北省,武汉市,蔡甸区
420115=中国,湖北省,武汉市,江夏区
420116=中国,湖北省,武汉市,黄陂区
420117=中国,湖北省,武汉市,新洲区
420200=中国,湖北省,黄石市
420202=中国,湖北省,黄石市,黄石港区
420203=中国,湖北省,黄石市,西塞山区
420204=中国,湖北省,黄石市,下陆区
420205=中国,湖北省,黄石市,铁山区
420222=中国,湖北省,黄石市,阳新县
420281=中国,湖北省,黄石市,大冶市
420300=中国,湖北省,十堰市
420302=中国,湖北省,十堰市,茅箭区
420303=中国,湖北省,十堰市,张湾区
420304=中国,湖北省,十堰市,郧阳区
420322=中国,湖北省,十堰市,郧西县
420323=中国,湖北省,十堰市,竹山县
420324=中国,湖北省,十堰市,竹溪县
420325=中国,湖北省,十堰市,房县
420381=中国,湖北省,十堰市,丹江口市
420500=中国,湖北省,宜昌市
420502=中国,湖北省,宜昌市,西陵区
420503=中国,湖北省,宜昌市,伍家岗区
420504=中国,湖北省,宜昌市,点军区
420505=中国,湖北省,宜昌市,猇亭区
420506=中国,湖北省,宜昌市,夷陵区
420525=中国,湖北省,宜昌市,远安县
420526=中国,湖北省,宜昌市,兴山县
420527=中国,湖北省,宜昌市,秭归县
420528=中国,湖北省,宜昌市,长阳土家族自治县
420529=中国,湖北省,宜昌市,五峰土家族自治县
420581=中国,湖北省,宜昌市,宜都市
420582=中国,湖北省,宜昌市,当阳市
420583=中国,湖北省,宜昌市,枝江市
420600=中国,湖北省,襄阳市
420602=中国,湖北省,襄阳市,襄城区
420606=中国,湖北省,襄阳市,樊城区
420607=中国,湖北省,襄阳市,襄州区
420624=中国,湖北省,襄阳市,南漳县
420625=中国,湖北省,襄阳市,谷城县
420626=中国,湖北省,襄阳市,保康县
420682=中国,湖北省,襄阳市,老河口市
420683=中国,湖北省,襄阳市,枣阳市
420684=中国,湖北省,襄阳市,宜城市
420700=中国,湖北省,鄂州市
420702=中国,湖北省,鄂州市,梁子湖区
420703=中国,湖北省,鄂州市,华容区
420704=中国,湖北省,鄂州市,鄂城区
420800=中国,湖北省,荆门市
420802=中国,湖北省,荆门市,东宝区
420804=中国,湖北省,荆门市,掇刀区
420821=中国,湖北省,荆门市,京山县
420822=中国,湖北省,荆门市,沙洋县
420881=中国,湖北省,荆门市,钟祥市
420900=中国,湖北省,孝感市
420902=中国,湖北省,孝感市,孝南区
420921=中国,湖北省,孝感市,孝昌县
420922=中国,湖北省,孝感市,大悟县
420923=中国,湖北省,孝感市,云梦县
420981=中国,湖北省,孝感市,应城市
420982=中国,湖北省,孝感市,安陆市
420984=中国,湖北省,孝感市,汉川市
421000=中国,湖北省,荆州市
421002=中国,湖北省,荆州市,沙市区
421003=中国,湖北省,荆州市,荆州区
421022=中国,湖北省,荆州市,公安县
421023=中国,湖北省,荆州市,监利县
421024=中国,湖北省,荆州市,江陵县
421081=中国,湖北省,荆州市,石首市
421083=中国,湖北省,荆州市,洪湖市
421087=中国,湖北省,荆州市,松滋市
421100=中国,湖北省,黄冈市
421102=中国,湖北省,黄冈市,黄州区
421121=中国,湖北省,黄冈市,团风县
421122=中国,湖北省,黄冈市,红安县
421123=中国,湖北省,黄冈市,罗田县
421124=中国,湖北省,黄冈市,英山县
421125=中国,湖北省,黄冈市,浠水县
421126=中国,湖北省,黄冈市,蕲春县
421127=中国,湖北省,黄冈市,黄梅县
421181=中国,湖北省,黄冈市,麻城市
421182=中国,湖北省,黄冈市,武穴市
421200=中国,湖北省,咸宁市
421202=中国,湖北省,咸宁市,咸安区
421221=中国,湖北省,咸宁市,嘉鱼县
421222=中国,湖北省,咸宁市,通城县
421223=中国,湖北省,咸宁市,崇阳县
421224=中国,湖北省,咸宁市,通山县
421281=中国,湖北省,咸宁市,赤壁市
421300=中国,湖北省,随州市
421303=中国,湖北省,随州市,曾都区
421321=中国,湖北省,随州市,随县
421381=中国,湖北省,随州市,广水市
422800=中国,湖北省,恩施土家族苗族自治州
422801=中国,湖北省,恩施土家族苗族自治州,恩施市
422802=中国,湖北省,恩施土家族苗族自治州,利川市
422822=中国,湖北省,恩施土家族苗族自治州,建始县
422823=中国,湖北省,恩施土家族苗族自治州,巴东县
422825=中国,湖北省,恩施土家族苗族自治州,宣恩县
422826=中国,湖北省,恩施土家族苗族自治州,咸丰县
422827=中国,湖北省,恩施土家族苗族自治州,来凤县
422828=中国,湖北省,恩施土家族苗族自治州,鹤峰县
429004=中国,湖北省,仙桃市,仙桃市
429005=中国,湖北省,潜江市,潜江市
429006=中国,湖北省,天门市,天门市
429021=中国,湖北省,神农架林区,神农架林区
430000=中国,湖南省
430100=中国,湖南省,长沙市
430102=中国,湖南省,长沙市,芙蓉区
430103=中国,湖南省,长沙市,天心区
430104=中国,湖南省,长沙市,岳麓区
430105=中国,湖南省,长沙市,开福区
430111=中国,湖南省,长沙市,雨花区
430112=中国,湖南省,长沙市,望城区
430121=中国,湖南省,长沙市,长沙县
430181=中国,湖南省,长沙市,浏阳市
430182=中国,湖南省,长沙市,宁乡市
430200=中国,湖南省,株洲市
430202=中国,湖南省,株洲市,荷塘区
430203=中国,湖南省,株洲市,芦淞区
430204=中国,湖南省,株洲市,石峰区
430211=中国,湖南省,株洲市,天元区
430221=中国,湖南省,株洲市,株洲县
430223=中国,湖南省,株洲市,攸县
430224=中国,湖南省,株洲市,茶陵县
430225=中国,湖南省,株洲市,炎陵县
430281=中国,湖南省,株洲市,醴陵市
430300=中国,湖南省,湘潭市
430302=中国,湖南省,湘潭市,雨湖区
430304=中国,湖南省,湘潭市,岳塘区
430321=中国,湖南省,湘潭市,湘潭县
430381=中国,湖南省,湘潭市,湘乡市
430382=中国,湖南省,湘潭市,韶山市
430400=中国,湖南省,衡阳市
430405=中国,湖南省,衡阳市,珠晖区
430406=中国,湖南省,衡阳市,雁峰区
430407=中国,湖南省,衡阳市,石鼓区
430408=中国,湖南省,衡阳市,蒸湘区
430412=中国,湖南省,衡阳市,南岳区
430421=中国,湖南省,衡阳市,衡阳县
430422=中国,湖南省,衡阳市,衡南县
430423=中国,湖南省,衡阳市,衡山县
430424=中国,湖南省,衡阳市,衡东县
430426=中国,湖南省,衡阳市,祁东县
430481=中国,湖南省,衡阳市,耒阳市
430482=中国,湖南省,衡阳市,常宁市
430500=中国,湖南省,邵阳市
430502=中国,湖南省,邵阳市,双清区
430503=中国,湖南省,邵阳市,大祥区
430511=中国,湖南省,邵阳市,北塔区
430521=中国,湖南省,邵阳市,邵东县
430522=中国,湖南省,邵阳市,新邵县
430523=中国,湖南省,邵阳市,邵阳县
430524=中国,湖南省,邵阳市,隆回县
430525=中国,湖南省,邵阳市,洞口县
430527=中国,湖南省,邵阳市,绥宁县
430528=中国,湖南省,邵阳市,新宁县
430529=中国,湖南省,邵阳市,城步苗族自治县
430581=中国,湖南省,邵阳市,武冈市
430600=中国,湖南省,岳阳市
430602=中国,湖南省,岳阳市,岳阳楼区
430603=中国,湖南省,岳阳市,云溪区
430611=中国,湖南省,岳阳市,君山区
430621=中国,湖南省,岳阳市,岳阳县
430623=中国,湖南省,岳阳市,华容县
430624=中国,湖南省,岳阳市,湘阴县
430626=中国,湖南省,岳阳市,平江县
430681=中国,湖南省,岳阳市,汨罗市
430682=中国,湖南省,岳阳市,临湘市
430700=中国,湖南省,常德市
430702=中国,湖南省,常德市,武陵区
430703=中国,湖南省,常德市,鼎城区
430721=中国,湖南省,常德市,安乡县
430722=中国,湖南省,常德市,汉寿县
430723=中国,湖南省,常德市,澧县
430724=中国,湖南省,常德市,临澧县
430725=中国,湖南省,常德市,桃源县
430726=中国,湖南省,常德市,石门县
430781=中国,湖南省,常德市,津市市
430800=中国,湖南省,张家界市
430802=中国,湖南省,张家界市,永定区
430811=中国,湖南省,张家界市,武陵源区
430821=中国,湖南省,张家界市,慈利县
430822=中国,湖南省,张家界市,桑植县
430900=中国,湖南省,益阳市
430902=中国,湖南省,益阳市,资阳区
430903=中国,湖南省,益阳市,赫山区
430921=中国,湖南省,益阳市,南县
430922=中国,湖南省,益阳市,桃江县
430923=中国,湖南省,益阳市,安化县
430981=中国,湖南省,益阳市,沅江市
431000=中国,湖南省,郴州市
431002=中国,湖南省,郴州市,北湖区
431003=中国,湖南省,郴州市,苏仙区
431021=中国,湖南省,郴州市,桂阳县
431022=中国,湖南省,郴州市,宜章县
431023=中国,湖南省,郴州市,永兴县
431024=中国,湖南省,郴州市,嘉禾县
431025=中国,湖南省,郴州市,临武县
431026=中国,湖南省,郴州市,汝城县
431027=中国,湖南省,郴州市,桂东县
431028=中国,湖南省,郴州市,安仁县
431081=中国,湖南省,郴州市,资兴市
431100=中国,湖南省,永州市
431102=中国,湖南省,永州市,零陵区
431103=中国,湖南省,永州市,冷水滩区
431121=中国,湖南省,永州市,祁阳县
431122=中国,湖南省,永州市,东安县
431123=中国,湖南省,永州市,双牌县
431124=中国,湖南省,永州市,道县
431125=中国,湖南省,永州市,江永县
431126=中国,湖南省,永州市,宁远县
431127=中国,湖南省,永州市,蓝山县
431128=中国,湖南省,永州市,新田县
431129=中国,湖南省,永州市,江华瑶族自治县
431200=中国,湖南省,怀化市
431202=中国,湖南省,怀化市,鹤城区
431221=中国,湖南省,怀化市,中方县
431222=中国,湖南省,怀化市,沅陵县
431223=中国,湖南省,怀化市,辰溪县
431224=中国,湖南省,怀化市,溆浦县
431225=中国,湖南省,怀化市,会同县
431226=中国,湖南省,怀化市,麻阳苗族自治县
431227=中国,湖南省,怀化市,新晃侗族自治县
431228=中国,湖南省,怀化市,芷江侗族自治县
431229=中国,湖南省,怀化市,靖州苗族侗族自治县
431230=中国,湖南省,怀化市,通道侗族自治县
431281=中国,湖南省,怀化市,洪江市
431300=中国,湖南省,娄底市
431302=中国,湖南省,娄底市,娄星区
431321=中国,湖南省,娄底市,双峰县
431322=中国,湖南省,娄底市,新化县
431381=中国,湖南省,娄底市,冷水江市
431382=中国,湖南省,娄底市,涟源市
433100=中国,湖南省,湘西土家族苗族自治州
433101=中国,湖南省,湘西土家族苗族自治州,吉首市
433122=中国,湖南省,湘西土家族苗族自治州,泸溪县
433123=中国,湖南省,湘西土家族苗族自治州,凤凰县
433124=中国,湖南省,湘西土家族苗族自治州,花垣县
433125=中国,湖南省,湘西土家族苗族自治州,保靖县
433126=中国,湖南省,湘西土家族苗族自治州,古丈县
433127=中国,湖南省,湘西土家族苗族自治州,永顺县
433130=中国,湖南省,湘西土家族苗族自治州,龙山县
440000=中国,广东省
440100=中国,广东省,广州市
440103=中国,广东省,广州市,荔湾区
440104=中国,广东省,广州市,越秀区
440105=中国,广东省,广州市,海珠区
440106=中国,广东省,广州市,天河区
440111=中国,广东省,广州市,白云区
440112=中国,广东省,广州市,黄埔区
440113=中国,广东省,广州市,番禺区
440114=中国,广东省,广州市,花都区
440115=中国,广东省,广州市,南沙区
440117=中国,广东省,广州市,从化区
440118=中国,广东省,广州市,增城区
440200=中国,广东省,韶关市
440203=中国,广东省,韶关市,武江区
440204=中国,广东省,韶关市,浈江区
440205=中国,广东省,韶关市,曲江区
440222=中国,广东省,韶关市,始兴县
440224=中国,广东省,韶关市,仁化县
440229=中国,广东省,韶关市,翁源县
440232=中国,广东省,韶关市,乳源瑶族自治县
440233=中国,广东省,韶关市,新丰县
440281=中国,广东省,韶关市,乐昌市
440282=中国,广东省,韶关市,南雄市
440300=中国,广东省,深圳市
440303=中国,广东省,深圳市,罗湖区
440304=中国,广东省,深圳市,福田区
440305=中国,广东省,深圳市,南山区
440306=中国,广东省,深圳市,宝安区
440307=中国,广东省,深圳市,龙岗区
440308=中国,广东省,深圳市,盐田区
440309=中国,广东省,深圳市,龙华区
440310=中国,广东省,深圳市,坪山区
440400=中国,广东省,珠海市
440402=中国,广东省,珠海市,香洲区
440403=中国,广东省,珠海市,斗门区
440404=中国,广东省,珠海市,金湾区
440499=中国,广东省,珠海市,香洲区(由澳门特别行政区实施管辖)
440500=中国,广东省,汕头市
440507=中国,广东省,汕头市,龙湖区
440511=中国,广东省,汕头市,金平区
440512=中国,广东省,汕头市,濠江区
440513=中国,广东省,汕头市,潮阳区
440514=中国,广东省,汕头市,潮南区
440515=中国,广东省,汕头市,澄海区
440523=中国,广东省,汕头市,南澳县
440600=中国,广东省,佛山市
440604=中国,广东省,佛山市,禅城区
440605=中国,广东省,佛山市,南海区
440606=中国,广东省,佛山市,顺德区
440607=中国,广东省,佛山市,三水区
440608=中国,广东省,佛山市,高明区
440700=中国,广东省,江门市
440703=中国,广东省,江门市,蓬江区
440704=中国,广东省,江门市,江海区
440705=中国,广东省,江门市,新会区
440781=中国,广东省,江门市,台山市
440783=中国,广东省,江门市,开平市
440784=中国,广东省,江门市,鹤山市
440785=中国,广东省,江门市,恩平市
440800=中国,广东省,湛江市
440802=中国,广东省,湛江市,赤坎区
440803=中国,广东省,湛江市,霞山区
440804=中国,广东省,湛江市,坡头区
440811=中国,广东省,湛江市,麻章区
440823=中国,广东省,湛江市,遂溪县
440825=中国,广东省,湛江市,徐闻县
440881=中国,广东省,湛江市,廉江市
440882=中国,广东省,湛江市,雷州市
440883=中国,广东省,湛江市,吴川市
440900=中国,广东省,茂名市
440902=中国,广东省,茂名市,茂南区
440904=中国,广东省,茂名市,电白区
440981=中国,广东省,茂名市,高州市
440982=中国,广东省,茂名市,化州市
440983=中国,广东省,茂名市,信宜市
441200=中国,广东省,肇庆市
441202=中国,广东省,肇庆市,端州区
